GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0050794	regulation of cellular process	5237	43	26.37	0.00043	3.464e-02	P	AT1G08465, AT1G09140, AT1G19180, AT1G23080, AT1G42540, AT1G66150, AT1G70810, AT1G70940, AT1G75390, AT2G01420, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT3G01220, AT3G10330, AT3G18040, AT3G20770, AT3G28917, AT3G51550, AT3G54500, AT3G58680, AT4G08350, AT4G14540, AT4G15250, AT4G18710, AT4G26160, AT4G27130, AT4G30200, AT4G30960, AT4G35290, AT5G04340, AT5G15580, AT5G18080, AT5G24470, AT5G39865, AT5G43700, AT5G52510, AT5G54380, AT5G57660, AT5G65980	YAB2_ARATH, SR30_ARATH, TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, BZP44_ARATH, PIN4_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, ATB20_ARATH, TF2B2_ARATH, MPK9_ARATH, EIN3_ARATH, MIF2_ARATH, FERON_ARATH, LNK2_ARATH, MBF1B_ARATH, SPT51_ARATH, NFYB3_ARATH, COL11_ARATH, KSG7_ARATH, TRL21_ARATH, SUI11_ARATH, VIL2_ARATH, CIPK6_ARATH, GLR32_ARATH, ZAT6_ARATH, LNG1_ARATH, SAU24_ARATH, APRR5_ARATH, Y5986_ARATH, IAA4_ARATH, SCL8_ARATH, THE1_ARATH, COL5_ARATH, PILS7_ARATH
GO:0071840	cellular component organization or biogenesis	3320	31	16.72	0.00043	3.464e-02	P	AT1G09140, AT1G10200, AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT1G64660, AT1G68090, AT1G69500, AT1G70940, AT2G07050, AT2G25110, AT2G25930, AT2G35940, AT2G36830, AT3G05610, AT3G25690, AT3G51550, AT4G14130, AT4G15920, AT4G18990, AT4G22260, AT4G25810, AT4G30200, AT4G35100, AT4G38400, AT5G15580, AT5G19770, AT5G19780, AT5G49180, AT5G54380	SR30_ARATH, WLIM1_ARATH, XTH33_ARATH, XTH28_ARATH, U74B1_ARATH, XTH30_ARATH, MGL_ARATH, ANXD5_ARATH, C70B1_ARATH, PIN3_ARATH, CAS1_ARATH, SDF2_ARATH, ELF3_ARATH, BLH1_ARATH, TIP11_ARATH, PME21_ARATH, CHUP1_ARATH, FERON_ARATH, XTH15_ARATH, SWT17_ARATH, XTH29_ARATH, AOX4_ARATH, XTH23_ARATH, VIL2_ARATH, PIP27_ARATH, EXLA2_ARATH, LNG1_ARATH, TBA3_ARATH, TBA3_ARATH, PME58_ARATH, THE1_ARATH
GO:1901565	organonitrogen compound catabolic process	192	6	0.97	0.00043	3.464e-02	P	AT1G08630, AT1G64660, AT2G43020, AT3G16150, AT3G59050, AT4G13250	THA1_ARATH, MGL_ARATH, PAO2_ARATH, ASPGB_ARATH, PAO3_ARATH, NYC1_ARATH
GO:0023051	regulation of signaling	269	7	1.35	0.00044	3.496e-02	P	AT1G19180, AT1G23080, AT1G70810, AT1G70940, AT2G01420, AT2G25110, AT3G51550	TI10A_ARATH, PIN7_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, SDF2_ARATH, FERON_ARATH
GO:0050789	regulation of biological process	5923	47	29.82	0.00045	3.526e-02	P	AT1G08465, AT1G09140, AT1G19180, AT1G23080, AT1G42540, AT1G66150, AT1G70810, AT1G70940, AT1G75390, AT2G01420, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT3G01220, AT3G05610, AT3G10330, AT3G18040, AT3G20770, AT3G28917, AT3G51550, AT3G54500, AT3G58680, AT4G02380, AT4G08350, AT4G14540, AT4G15250, AT4G18710, AT4G26160, AT4G27130, AT4G30200, AT4G30960, AT4G35290, AT5G04340, AT5G15580, AT5G18080, AT5G24470, AT5G26751, AT5G39865, AT5G43700, AT5G49180, AT5G52510, AT5G54380, AT5G57660, AT5G65980	YAB2_ARATH, SR30_ARATH, TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, BZP44_ARATH, PIN4_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, ATB20_ARATH, PME21_ARATH, TF2B2_ARATH, MPK9_ARATH, EIN3_ARATH, MIF2_ARATH, FERON_ARATH, LNK2_ARATH, MBF1B_ARATH, SAG21_ARATH, SPT51_ARATH, NFYB3_ARATH, COL11_ARATH, KSG7_ARATH, TRL21_ARATH, SUI11_ARATH, VIL2_ARATH, CIPK6_ARATH, GLR32_ARATH, ZAT6_ARATH, LNG1_ARATH, SAU24_ARATH, APRR5_ARATH, KSG1_ARATH, Y5986_ARATH, IAA4_ARATH, PME58_ARATH, SCL8_ARATH, THE1_ARATH, COL5_ARATH, PILS7_ARATH
GO:0010646	regulation of cell communication	273	7	1.37	0.00048	3.693e-02	P	AT1G19180, AT1G23080, AT1G70810, AT1G70940, AT2G01420, AT2G25110, AT3G51550	TI10A_ARATH, PIN7_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, SDF2_ARATH, FERON_ARATH
GO:0097305	response to alcohol	656	11	3.3	5e-04	3.693e-02	P	AT1G44170, AT1G70810, AT1G76180, AT2G25930, AT2G35940, AT3G18040, AT3G51550, AT4G02380, AT4G18710, AT4G35100, AT5G54380	AL3H1_ARATH, CAR7_ARATH, ERD14_ARATH, ELF3_ARATH, BLH1_ARATH, MPK9_ARATH, FERON_ARATH, SAG21_ARATH, KSG7_ARATH, PIP27_ARATH, THE1_ARATH
GO:0033993	response to lipid	766	12	3.86	5e-04	3.693e-02	P	AT1G44170, AT1G70810, AT1G76180, AT2G25930, AT2G35940, AT2G36830, AT3G18040, AT3G51550, AT4G02380, AT4G18710, AT4G35100, AT5G54380	AL3H1_ARATH, CAR7_ARATH, ERD14_ARATH, ELF3_ARATH, BLH1_ARATH, TIP11_ARATH, MPK9_ARATH, FERON_ARATH, SAG21_ARATH, KSG7_ARATH, PIP27_ARATH, THE1_ARATH
GO:0010315	auxin efflux	31	3	0.16	0.00051	3.693e-02	P	AT1G23080, AT1G70940, AT2G01420	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH
GO:0071555	cell wall organization	554	10	2.79	0.00051	3.693e-02	P	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT3G05610, AT4G14130, AT4G18990, AT4G25810, AT4G38400, AT5G49180	XTH33_ARATH, XTH28_ARATH, U74B1_ARATH, XTH30_ARATH, PME21_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH, EXLA2_ARATH, PME58_ARATH
GO:0044264	cellular polysaccharide metabolic process	276	7	1.39	0.00051	3.693e-02	P	AT1G10550, AT1G14720, AT1G32170, AT3G23920, AT4G14130, AT4G18990, AT4G25810	XTH33_ARATH, XTH28_ARATH, XTH30_ARATH, BAM1_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH
GO:0050667	homocysteine metabolic process	7	2	0.04	0.00052	3.718e-02	P	AT1G64660, AT3G01120	MGL_ARATH, CGS1_ARATH
GO:0006874	cellular calcium ion homeostasis	32	3	0.16	0.00056	3.955e-02	P	AT1G42540, AT3G51860, AT4G35290	GLR33_ARATH, CAX3_ARATH, GLR32_ARATH
GO:0042592	homeostatic process	669	11	3.37	0.00058	4.046e-02	P	AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G36830, AT3G51860, AT4G26160, AT4G35100, AT4G35290, AT5G04340, AT5G39865	PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PIN4_ARATH, TIP11_ARATH, CAX3_ARATH, TRL21_ARATH, PIP27_ARATH, GLR32_ARATH, ZAT6_ARATH, Y5986_ARATH
GO:0009066	aspartate family amino acid metabolic process	76	4	0.38	0.00059	4.066e-02	P	AT1G08630, AT1G64660, AT3G01120, AT3G16150	THA1_ARATH, MGL_ARATH, CGS1_ARATH, ASPGB_ARATH
GO:0048878	chemical homeostasis	466	9	2.35	6e-04	4.086e-02	P	AT1G23080, AT1G42540, AT1G70940, AT2G01420, AT2G36830, AT3G51860, AT4G35100, AT4G35290, AT5G04340	PIN7_ARATH, GLR33_ARATH, PIN3_ARATH, PIN4_ARATH, TIP11_ARATH, CAX3_ARATH, PIP27_ARATH, GLR32_ARATH, ZAT6_ARATH
GO:0040007	growth	678	11	3.41	0.00065	4.374e-02	P	AT1G10550, AT1G12950, AT1G68090, AT1G70940, AT2G25930, AT3G51550, AT4G18710, AT4G38400, AT5G15580, AT5G18080, AT5G54380	XTH33_ARATH, DTX31_ARATH, ANXD5_ARATH, PIN3_ARATH, ELF3_ARATH, FERON_ARATH, KSG7_ARATH, EXLA2_ARATH, LNG1_ARATH, SAU24_ARATH, THE1_ARATH
GO:0010252	auxin homeostasis	34	3	0.17	0.00067	4.456e-02	P	AT1G23080, AT1G70940, AT2G01420	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH
GO:0015793	glycerol transport	35	3	0.18	0.00073	4.745e-02	P	AT2G36830, AT3G18830, AT4G35100	TIP11_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0048511	rhythmic process	140	5	0.7	0.00073	4.745e-02	P	AT2G25930, AT3G54500, AT4G15920, AT4G30200, AT5G24470	ELF3_ARATH, LNK2_ARATH, SWT17_ARATH, VIL2_ARATH, APRR5_ARATH
GO:0071229	cellular response to acid chemical	480	9	2.42	0.00075	4.767e-02	P	AT1G19180, AT1G42540, AT1G64660, AT1G70810, AT2G36830, AT3G18040, AT3G51550, AT4G02380, AT4G35290	TI10A_ARATH, GLR33_ARATH, MGL_ARATH, CAR7_ARATH, TIP11_ARATH, MPK9_ARATH, FERON_ARATH, SAG21_ARATH, GLR32_ARATH
GO:0044710	single-organism metabolic process	5206	42	26.21	0.00075	4.767e-02	P	AT1G08090, AT1G08510, AT1G08630, AT1G22020, AT1G24100, AT1G36370, AT1G44170, AT1G64660, AT1G64900, AT1G67290, AT1G69500, AT2G03590, AT2G07050, AT2G15620, AT2G25110, AT2G29150, AT2G34770, AT2G43020, AT3G01120, AT3G03470, AT3G05970, AT3G16150, AT3G18040, AT3G26300, AT3G59050, AT4G12430, AT4G13250, AT4G19010, AT4G19170, AT4G22260, AT4G22590, AT4G22890, AT4G26160, AT4G30200, AT4G34350, AT4G37760, AT4G38460, AT5G20410, AT5G27600, AT5G39865, AT5G49180, AT5G59540	NRT21_ARATH, FATB_ARATH, THA1_ARATH, GLYC6_ARATH, U74B1_ARATH, GLYC7_ARATH, AL3H1_ARATH, MGL_ARATH, C89A2_ARATH, GLOX1_ARATH, C70B1_ARATH, UPS1_ARATH, CAS1_ARATH, NIR_ARATH, SDF2_ARATH, TRNH3_ARATH, FAH1_ARATH, PAO2_ARATH, CGS1_ARATH, C89A9_ARATH, LACS6_ARATH, ASPGB_ARATH, MPK9_ARATH, C71BV_ARATH, PAO3_ARATH, TPPF_ARATH, NYC1_ARATH, 4CLL6_ARATH, CCD4_ARATH, AOX4_ARATH, TPPG_ARATH, PGL1A_ARATH, TRL21_ARATH, VIL2_ARATH, ISPH_ARATH, ERG16_ARATH, GGR_ARATH, MGDG2_ARATH, LACS7_ARATH, Y5986_ARATH, PME58_ARATH, ACH12_ARATH
GO:0009734	auxin-activated signaling pathway	214	6	1.08	0.00077	4.840e-02	P	AT1G23080, AT1G70940, AT2G01420, AT5G18080, AT5G43700, AT5G65980	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, SAU24_ARATH, IAA4_ARATH, PILS7_ARATH
GO:0031668	cellular response to extracellular stimulus	217	6	1.09	0.00083	5.160e-02	P	AT1G19920, AT1G64660, AT3G08860, AT4G02380, AT4G15920, AT5G20410	APS2_ARATH, MGL_ARATH, AGT23_ARATH, SAG21_ARATH, SWT17_ARATH, MGDG2_ARATH
GO:0009639	response to red or far red light	221	6	1.11	0.00091	5.537e-02	P	AT1G68090, AT2G25930, AT2G35940, AT3G61600, AT4G37470, AT5G24470	ANXD5_ARATH, ELF3_ARATH, BLH1_ARATH, POB1_ARATH, KAI2_ARATH, APRR5_ARATH
GO:0071496	cellular response to external stimulus	221	6	1.11	0.00091	5.537e-02	P	AT1G19920, AT1G64660, AT3G08860, AT4G02380, AT4G15920, AT5G20410	APS2_ARATH, MGL_ARATH, AGT23_ARATH, SAG21_ARATH, SWT17_ARATH, MGDG2_ARATH
GO:0015791	polyol transport	38	3	0.19	0.00092	5.539e-02	P	AT2G36830, AT3G18830, AT4G35100	TIP11_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0055114	oxidation-reduction process	1859	20	9.36	0.00101	6.018e-02	P	AT1G44170, AT1G64900, AT1G67290, AT1G69500, AT2G15620, AT2G29150, AT2G34770, AT2G43020, AT3G03470, AT3G26300, AT3G59050, AT4G13250, AT4G19170, AT4G22260, AT4G22890, AT4G26160, AT4G34350, AT4G37760, AT5G39865, AT5G59540	AL3H1_ARATH, C89A2_ARATH, GLOX1_ARATH, C70B1_ARATH, NIR_ARATH, TRNH3_ARATH, FAH1_ARATH, PAO2_ARATH, C89A9_ARATH, C71BV_ARATH, PAO3_ARATH, NYC1_ARATH, CCD4_ARATH, AOX4_ARATH, PGL1A_ARATH, TRL21_ARATH, ISPH_ARATH, ERG16_ARATH, Y5986_ARATH, ACH12_ARATH
GO:0055074	calcium ion homeostasis	40	3	0.2	0.00108	6.292e-02	P	AT1G42540, AT3G51860, AT4G35290	GLR33_ARATH, CAX3_ARATH, GLR32_ARATH
GO:0071365	cellular response to auxin stimulus	229	6	1.15	0.00109	6.292e-02	P	AT1G23080, AT1G70940, AT2G01420, AT5G18080, AT5G43700, AT5G65980	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, SAU24_ARATH, IAA4_ARATH, PILS7_ARATH
GO:0009310	amine catabolic process	10	2	0.05	0.0011	6.292e-02	P	AT2G43020, AT3G59050	PAO2_ARATH, PAO3_ARATH
GO:0042402	cellular biogenic amine catabolic process	10	2	0.05	0.0011	6.292e-02	P	AT2G43020, AT3G59050	PAO2_ARATH, PAO3_ARATH
GO:0007165	signal transduction	2026	21	10.2	0.0012	6.720e-02	P	AT1G19180, AT1G23080, AT1G42540, AT1G66150, AT1G70810, AT1G70940, AT2G01420, AT2G25110, AT2G25930, AT2G36830, AT3G18040, AT3G20770, AT3G51550, AT4G18710, AT4G30960, AT4G35290, AT5G18080, AT5G24470, AT5G43700, AT5G54380, AT5G65980	TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, SDF2_ARATH, ELF3_ARATH, TIP11_ARATH, MPK9_ARATH, EIN3_ARATH, FERON_ARATH, KSG7_ARATH, CIPK6_ARATH, GLR32_ARATH, SAU24_ARATH, APRR5_ARATH, IAA4_ARATH, THE1_ARATH, PILS7_ARATH
GO:0042545	cell wall modification	157	5	0.79	0.00121	6.720e-02	P	AT1G10550, AT1G24100, AT3G05610, AT4G38400, AT5G49180	XTH33_ARATH, U74B1_ARATH, PME21_ARATH, EXLA2_ARATH, PME58_ARATH
GO:0071554	cell wall organization or biogenesis	732	11	3.69	0.00121	6.720e-02	P	AT1G10550, AT1G14720, AT1G24100, AT1G32170, AT2G25110, AT3G05610, AT4G14130, AT4G18990, AT4G25810, AT4G38400, AT5G49180	XTH33_ARATH, XTH28_ARATH, U74B1_ARATH, XTH30_ARATH, SDF2_ARATH, PME21_ARATH, XTH15_ARATH, XTH29_ARATH, XTH23_ARATH, EXLA2_ARATH, PME58_ARATH
GO:0009070	serine family amino acid biosynthetic process	42	3	0.21	0.00124	6.820e-02	P	AT1G08630, AT1G64660, AT3G01120	THA1_ARATH, MGL_ARATH, CGS1_ARATH
GO:0009605	response to external stimulus	1617	18	8.14	0.00126	6.864e-02	P	AT1G19180, AT1G19920, AT1G24100, AT1G42540, AT1G64660, AT1G70940, AT2G25110, AT2G25930, AT2G35940, AT3G08860, AT3G20770, AT3G51550, AT3G51860, AT4G02380, AT4G15920, AT5G20410, AT5G38030, AT5G57110	TI10A_ARATH, APS2_ARATH, U74B1_ARATH, GLR33_ARATH, MGL_ARATH, PIN3_ARATH, SDF2_ARATH, ELF3_ARATH, BLH1_ARATH, AGT23_ARATH, EIN3_ARATH, FERON_ARATH, CAX3_ARATH, SAG21_ARATH, SWT17_ARATH, MGDG2_ARATH, DTX30_ARATH, ACA8_ARATH
GO:0044237	cellular metabolic process	11644	76	58.63	0.00152	8.103e-02	P	AT1G08090, AT1G08465, AT1G08510, AT1G08630, AT1G09140, AT1G10550, AT1G14720, AT1G19180, AT1G19920, AT1G22020, AT1G24100, AT1G32170, AT1G36370, AT1G44170, AT1G64660, AT1G66150, AT1G69500, AT1G75390, AT2G03590, AT2G07050, AT2G15620, AT2G22500, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G43020, AT3G01120, AT3G01220, AT3G05970, AT3G08860, AT3G10330, AT3G16150, AT3G18040, AT3G20770, AT3G23920, AT3G28917, AT3G49430, AT3G51550, AT3G51860, AT3G54500, AT3G58680, AT3G59050, AT3G61600, AT4G02430, AT4G05050, AT4G08350, AT4G12430, AT4G13250, AT4G14130, AT4G14540, AT4G15250, AT4G18710, AT4G18990, AT4G19010, AT4G22260, AT4G22590, AT4G22890, AT4G25810, AT4G26160, AT4G27130, AT4G30200, AT4G30960, AT4G34350, AT4G38460, AT5G04340, AT5G20410, AT5G24470, AT5G26751, AT5G27600, AT5G43700, AT5G49180, AT5G52510, AT5G54380, AT5G57660	NRT21_ARATH, YAB2_ARATH, FATB_ARATH, THA1_ARATH, SR30_ARATH, XTH33_ARATH, XTH28_ARATH, TI10A_ARATH, APS2_ARATH, GLYC6_ARATH, U74B1_ARATH, XTH30_ARATH, GLYC7_ARATH, AL3H1_ARATH, MGL_ARATH, TMK1_ARATH, C70B1_ARATH, BZP44_ARATH, UPS1_ARATH, CAS1_ARATH, NIR_ARATH, PUMP5_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, PAO2_ARATH, CGS1_ARATH, ATB20_ARATH, LACS6_ARATH, AGT23_ARATH, TF2B2_ARATH, ASPGB_ARATH, MPK9_ARATH, EIN3_ARATH, BAM1_ARATH, MIF2_ARATH, SR34A_ARATH, FERON_ARATH, CAX3_ARATH, LNK2_ARATH, MBF1B_ARATH, PAO3_ARATH, POB1_ARATH, SR34B_ARATH, UBQ11_ARATH, SPT51_ARATH, TPPF_ARATH, NYC1_ARATH, XTH15_ARATH, NFYB3_ARATH, COL11_ARATH, KSG7_ARATH, XTH29_ARATH, 4CLL6_ARATH, AOX4_ARATH, TPPG_ARATH, PGL1A_ARATH, XTH23_ARATH, TRL21_ARATH, SUI11_ARATH, VIL2_ARATH, CIPK6_ARATH, ISPH_ARATH, GGR_ARATH, ZAT6_ARATH, MGDG2_ARATH, APRR5_ARATH, KSG1_ARATH, LACS7_ARATH, IAA4_ARATH, PME58_ARATH, SCL8_ARATH, THE1_ARATH, COL5_ARATH
GO:0009414	response to water deprivation	333	7	1.68	0.00152	8.103e-02	P	AT1G44170, AT1G64660, AT1G68090, AT1G76180, AT3G23920, AT4G02380, AT4G30960	AL3H1_ARATH, MGL_ARATH, ANXD5_ARATH, ERD14_ARATH, BAM1_ARATH, SAG21_ARATH, CIPK6_ARATH
GO:0044700	single organism signaling	2066	21	10.4	0.00153	8.103e-02	P	AT1G19180, AT1G23080, AT1G42540, AT1G66150, AT1G70810, AT1G70940, AT2G01420, AT2G25110, AT2G25930, AT2G36830, AT3G18040, AT3G20770, AT3G51550, AT4G18710, AT4G30960, AT4G35290, AT5G18080, AT5G24470, AT5G43700, AT5G54380, AT5G65980	TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, SDF2_ARATH, ELF3_ARATH, TIP11_ARATH, MPK9_ARATH, EIN3_ARATH, FERON_ARATH, KSG7_ARATH, CIPK6_ARATH, GLR32_ARATH, SAU24_ARATH, APRR5_ARATH, IAA4_ARATH, THE1_ARATH, PILS7_ARATH
GO:0023052	signaling	2068	21	10.41	0.00155	8.134e-02	P	AT1G19180, AT1G23080, AT1G42540, AT1G66150, AT1G70810, AT1G70940, AT2G01420, AT2G25110, AT2G25930, AT2G36830, AT3G18040, AT3G20770, AT3G51550, AT4G18710, AT4G30960, AT4G35290, AT5G18080, AT5G24470, AT5G43700, AT5G54380, AT5G65980	TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, PIN4_ARATH, SDF2_ARATH, ELF3_ARATH, TIP11_ARATH, MPK9_ARATH, EIN3_ARATH, FERON_ARATH, KSG7_ARATH, CIPK6_ARATH, GLR32_ARATH, SAU24_ARATH, APRR5_ARATH, IAA4_ARATH, THE1_ARATH, PILS7_ARATH
GO:0009415	response to water	339	7	1.71	0.00168	8.709e-02	P	AT1G44170, AT1G64660, AT1G68090, AT1G76180, AT3G23920, AT4G02380, AT4G30960	AL3H1_ARATH, MGL_ARATH, ANXD5_ARATH, ERD14_ARATH, BAM1_ARATH, SAG21_ARATH, CIPK6_ARATH
GO:0048513	organ development	1004	13	5.05	0.00169	8.709e-02	P	AT1G01550, AT1G08090, AT1G12950, AT1G14720, AT1G23080, AT1G70940, AT2G01420, AT3G18830, AT3G51550, AT4G02380, AT4G18710, AT5G04340, AT5G26751	BPS1_ARATH, NRT21_ARATH, DTX31_ARATH, XTH28_ARATH, PIN7_ARATH, PIN3_ARATH, PIN4_ARATH, PLT5_ARATH, FERON_ARATH, SAG21_ARATH, KSG7_ARATH, ZAT6_ARATH, KSG1_ARATH
GO:0009991	response to extracellular stimulus	251	6	1.26	0.00174	8.886e-02	P	AT1G19920, AT1G64660, AT3G08860, AT4G02380, AT4G15920, AT5G20410	APS2_ARATH, MGL_ARATH, AGT23_ARATH, SAG21_ARATH, SWT17_ARATH, MGDG2_ARATH
GO:0072503	cellular divalent inorganic cation homeostasis	48	3	0.24	0.00183	9.263e-02	P	AT1G42540, AT3G51860, AT4G35290	GLR33_ARATH, CAX3_ARATH, GLR32_ARATH
GO:0098660	inorganic ion transmembrane transport	346	7	1.74	0.00189	9.483e-02	P	AT1G42540, AT3G21180, AT3G51860, AT3G51895, AT4G29900, AT4G35290, AT5G57110	GLR33_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, ACA10_ARATH, GLR32_ARATH, ACA8_ARATH
GO:0060560	developmental growth involved in morphogenesis	347	7	1.75	0.00192	9.484e-02	P	AT1G12950, AT1G68090, AT1G70940, AT2G25930, AT4G38400, AT5G15580, AT5G54380	DTX31_ARATH, ANXD5_ARATH, PIN3_ARATH, ELF3_ARATH, EXLA2_ARATH, LNG1_ARATH, THE1_ARATH
GO:0010928	regulation of auxin mediated signaling pathway	49	3	0.25	0.00194	9.484e-02	P	AT1G23080, AT1G70940, AT2G01420	PIN7_ARATH, PIN3_ARATH, PIN4_ARATH
GO:0015850	organic hydroxy compound transport	49	3	0.25	0.00194	9.484e-02	P	AT2G36830, AT3G18830, AT4G35100	TIP11_ARATH, PLT5_ARATH, PIP27_ARATH
GO:0034220	ion transmembrane transport	559	9	2.81	0.00213	1.033e-01	P	AT1G42540, AT2G36830, AT3G21180, AT3G51860, AT3G51895, AT4G29900, AT4G35100, AT4G35290, AT5G57110	GLR33_ARATH, TIP11_ARATH, ACA9_ARATH, CAX3_ARATH, SUT31_ARATH, ACA10_ARATH, PIP27_ARATH, GLR32_ARATH, ACA8_ARATH
GO:0007338	single fertilization	14	2	0.07	0.0022	1.046e-01	P	AT3G21180, AT3G51550	ACA9_ARATH, FERON_ARATH
GO:0071265	L-methionine biosynthetic process	14	2	0.07	0.0022	1.046e-01	P	AT1G64660, AT3G01120	MGL_ARATH, CGS1_ARATH
GO:0065007	biological regulation	6714	49	33.8	0.00223	1.046e-01	P	AT1G08465, AT1G09140, AT1G19180, AT1G23080, AT1G42540, AT1G66150, AT1G70810, AT1G70940, AT1G75390, AT2G01420, AT2G25110, AT2G25930, AT2G28200, AT2G34770, AT2G35940, AT2G36830, AT3G01220, AT3G05610, AT3G10330, AT3G18040, AT3G20770, AT3G28917, AT3G51550, AT3G51860, AT3G54500, AT3G58680, AT4G02380, AT4G08350, AT4G14540, AT4G15250, AT4G18710, AT4G26160, AT4G27130, AT4G30200, AT4G30960, AT4G35100, AT4G35290, AT5G04340, AT5G15580, AT5G18080, AT5G24470, AT5G26751, AT5G39865, AT5G43700, AT5G49180, AT5G52510, AT5G54380, AT5G57660, AT5G65980	YAB2_ARATH, SR30_ARATH, TI10A_ARATH, PIN7_ARATH, GLR33_ARATH, TMK1_ARATH, CAR7_ARATH, PIN3_ARATH, BZP44_ARATH, PIN4_ARATH, SDF2_ARATH, ELF3_ARATH, ZAT5_ARATH, FAH1_ARATH, BLH1_ARATH, TIP11_ARATH, ATB20_ARATH, PME21_ARATH, TF2B2_ARATH, MPK9_ARATH, EIN3_ARATH, MIF2_ARATH, FERON_ARATH, CAX3_ARATH, LNK2_ARATH, MBF1B_ARATH, SAG21_ARATH, SPT51_ARATH, NFYB3_ARATH, COL11_ARATH, KSG7_ARATH, TRL21_ARATH, SUI11_ARATH, VIL2_ARATH, CIPK6_ARATH, PIP27_ARATH, GLR32_ARATH, ZAT6_ARATH, LNG1_ARATH, SAU24_ARATH, APRR5_ARATH, KSG1_ARATH, Y5986_ARATH, IAA4_ARATH, PME58_ARATH, SCL8_ARATH, THE1_ARATH, COL5_ARATH, PILS7_ARATH
GO:0044711	single-organism biosynthetic process	1986	20	10	0.00223	1.046e-01	P	AT1G08510, AT1G08630, AT1G24100, AT1G64660, AT1G64900, AT2G03590, AT2G07050, AT2G34770, AT3G01120, AT3G03470, AT3G26300, AT4G12430, AT4G19010, AT4G22260, AT4G22590, AT4G34350, AT4G37760, AT4G38460, AT5G20410, AT5G49180	FATB_ARATH, THA1_ARATH, U74B1_ARATH, MGL_ARATH, C89A2_ARATH, UPS1_ARATH, CAS1_ARATH, FAH1_ARATH, CGS1_ARATH, C89A9_ARATH, C71BV_ARATH, TPPF_ARATH, 4CLL6_ARATH, AOX4_ARATH, TPPG_ARATH, ISPH_ARATH, ERG16_ARATH, GGR_ARATH, MGDG2_ARATH, PME58_ARATH
GO:0031669	cellular response to nutrient levels	185	5	0.93	0.00249	1.158e-01	P	AT1G19920, AT1G64660, AT3G08860, AT4G15920, AT5G20410	APS2_ARATH, MGL_ARATH, AGT23_ARATH, SWT17_ARATH, MGDG2_ARATH
GO:0035999	tetrahydrofolate interconversion	15	2	0.08	0.00253	1.167e-01	P	AT1G22020, AT1G36370	GLYC6_ARATH, GLYC7_ARATH
GO:0009737	response to abscisic acid	577	9	2.91	0.00264	1.208e-01	P	AT1G44170, AT1G70810, AT1G76180, AT2G25930, AT2G35940, AT3G18040, AT3G51550, AT4G02380, AT4G35100	AL3H1_ARATH, CAR7_ARATH, ERD14_ARATH, ELF3_ARATH, BLH1_ARATH, MPK9_ARATH, FERON_ARATH, SAG21_ARATH, PIP27_ARATH
